FileName,LayerName,Group,Source,Categorical
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmax_1971_2000_06.img,Average June Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmax_1971_2000_07.img,Average July Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmax_1971_2000_08.img,Average Aug. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmax_1971_2000_09.img,Average Sept. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmax_1971_2000_10.img,Average Oct. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmax_1971_2000_11.img,Average Nov. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmax_1971_2000_12.img,Average Dec. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_01.img,Average Jan. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_02.img,Average Feb. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_03.img,Average March Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_04.img,Average April Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_05.img,Average May Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_06.img,Average June Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_07.img,Average July Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_08.img,Average Aug. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_09.img,Average Sept. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_10.img,Average Oct. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_11.img,Average Nov. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\Input_1971_2000\tmin_1971_2000_12.img,Average Dec. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_01_1971_2000.img,Annual mean temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_02_1971_2000.img,Mean diurnal range,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_03_1971_2000.img,Isothermality,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_04_1971_2000.img,Temperature seasonality,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_05_1971_2000.img,Max. temperature of warmest month,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_06_1971_2000.img,Min. temperature of coldest month,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_07_1971_2000.img,Temperature annual range,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_08_1971_2000.img,Mean temperature of wettest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_09_1971_2000.img,Mean temperature of driest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_10_1971_2000.img,Mean temperature of warmest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_11_1971_2000.img,Mean temperature of coldest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_12_1971_2000.img,Annual precipitation,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_13_1971_2000.img,Precipitation of wettest month,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_14_1971_2000.img,Precipitation of driest month,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_15_1971_2000.img,Precipitation seasonality,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_16_1971_2000.img,Precipitation of wettest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_17_1971_2000.img,Precipitation of driest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_18_1971_2000.img,Precipitiation of warmest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Derived\BioClim_1971_2000\bio_19_1971_2000.img,Precipitation of coldest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.NA.2001.bare.tif,VCF Bare Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km.,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.NA.2001.herbaceous.tif,VCF Herbaceous Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km.,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.NA.2001.tree.tif,VCF Tree Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km.,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.SA.2001.bare.tif,VCF Bare Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km.,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.SA.2001.herbaceous.tif,VCF Herbaceous Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km.,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.SA.2001.tree.tif,VCF Tree Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km.,N
K:\GIS_LIBRARY\Elevation\EDNA\dem\dem,DEM,Elevation / Topography,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\aspect\aspect,DEM Derivative: Aspect,Elevation / Topography,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\slopedeg\slopedeg,DEM Derivative: Slope in Degrees,Elevation / Topography,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\facc\facc,DEM Derivative: Flow Accumulation,Hydrology,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\fdir\fdir,DEM Derivative: Flow Direction,Hydrology,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\cti\cti,DEM Derivative: CTI/Steady State Wetness,Hydrology,"EDNA Continental US, 30 m.",N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month03_tasseled_cap_Band1.tif,Month03_tasseled_cap_Band1,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month03_tasseled_cap_Band2.tif,Month03_tasseled_cap_Band2,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month03_tasseled_cap_Band3.tif,Month03_tasseled_cap_Band3,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month03_tasseled_cap_Band4.tif,Month03_tasseled_cap_Band4,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month04_tasseled_cap_Band1.tif,Month04_tasseled_cap_Band1,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month04_tasseled_cap_Band2.tif,Month04_tasseled_cap_Band2,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month04_tasseled_cap_Band3.tif,Month04_tasseled_cap_Band3,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month04_tasseled_cap_Band4.tif,Month04_tasseled_cap_Band4,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month05_tasseled_cap_Band1.tif,Month05_tasseled_cap_Band1,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month05_tasseled_cap_Band2.tif,Month05_tasseled_cap_Band2,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month05_tasseled_cap_Band3.tif,Month05_tasseled_cap_Band3,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month05_tasseled_cap_Band4.tif,Month05_tasseled_cap_Band4,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month06_tasseled_cap_Band1.tif,Month06_tasseled_cap_Band1,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month06_tasseled_cap_Band2.tif,Month06_tasseled_cap_Band2,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month06_tasseled_cap_Band3.tif,Month06_tasseled_cap_Band3,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month06_tasseled_cap_Band4.tif,Month06_tasseled_cap_Band4,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week13_tasseled_cap_Band1.tif,Week13_tasseled_cap_Band1,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week13_tasseled_cap_Band2.tif,Week13_tasseled_cap_Band2,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week13_tasseled_cap_Band3.tif,Week13_tasseled_cap_Band3,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week13_tasseled_cap_Band4.tif,Week13_tasseled_cap_Band4,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week15_tasseled_cap_Band1.tif,Week15_tasseled_cap_Band1,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week15_tasseled_cap_Band2.tif,Week15_tasseled_cap_Band2,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week15_tasseled_cap_Band3.tif,Week15_tasseled_cap_Band3,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week15_tasseled_cap_Band4.tif,Week15_tasseled_cap_Band4,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week18_tasseled_cap_Band1.tif,Week18_tasseled_cap_Band1,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week18_tasseled_cap_Band2.tif,Week18_tasseled_cap_Band2,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week18_tasseled_cap_Band3.tif,Week18_tasseled_cap_Band3,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week18_tasseled_cap_Band4.tif,Week18_tasseled_cap_Band4,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week28_tasseled_cap_Band1.tif,Week28_tasseled_cap_Band1,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week28_tasseled_cap_Band2.tif,Week28_tasseled_cap_Band2,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week28_tasseled_cap_Band3.tif,Week28_tasseled_cap_Band3,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week28_tasseled_cap_Band4.tif,Week28_tasseled_cap_Band4,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band1_Max.tif,Month03_tasseled_cap_Band1_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band1_Mean.tif,Month03_tasseled_cap_Band1_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band1_Min.tif,Month03_tasseled_cap_Band1_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band1_StdDev.tif,Month03_tasseled_cap_Band1_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band2_Max.tif,Month03_tasseled_cap_Band2_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band2_Mean.tif,Month03_tasseled_cap_Band2_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band2_Min.tif,Month03_tasseled_cap_Band2_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band2_StdDev.tif,Month03_tasseled_cap_Band2_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band3_Max.tif,Month03_tasseled_cap_Band3_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band3_Mean.tif,Month03_tasseled_cap_Band3_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band3_Min.tif,Month03_tasseled_cap_Band3_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band3_StdDev.tif,Month03_tasseled_cap_Band3_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band4_Max.tif,Month03_tasseled_cap_Band4_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band4_Mean.tif,Month03_tasseled_cap_Band4_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band4_Min.tif,Month03_tasseled_cap_Band4_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_tasseled_cap_Band4_StdDev.tif,Month03_tasseled_cap_Band4_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band1_Max.tif,Month04_tasseled_cap_Band1_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band1_Mean.tif,Month04_tasseled_cap_Band1_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band1_Min.tif,Month04_tasseled_cap_Band1_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band1_StdDev.tif,Month04_tasseled_cap_Band1_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band2_Max.tif,Month04_tasseled_cap_Band2_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band2_Mean.tif,Month04_tasseled_cap_Band2_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band2_Min.tif,Month04_tasseled_cap_Band2_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band2_StdDev.tif,Month04_tasseled_cap_Band2_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band3_Max.tif,Month04_tasseled_cap_Band3_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band3_Mean.tif,Month04_tasseled_cap_Band3_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band3_Min.tif,Month04_tasseled_cap_Band3_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band3_StdDev.tif,Month04_tasseled_cap_Band3_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band4_Max.tif,Month04_tasseled_cap_Band4_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band4_Mean.tif,Month04_tasseled_cap_Band4_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band4_Min.tif,Month04_tasseled_cap_Band4_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_tasseled_cap_Band4_StdDev.tif,Month04_tasseled_cap_Band4_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band1_Max.tif,Month05_tasseled_cap_Band1_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band1_Mean.tif,Month05_tasseled_cap_Band1_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band1_Min.tif,Month05_tasseled_cap_Band1_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band1_StdDev.tif,Month05_tasseled_cap_Band1_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band2_Max.tif,Month05_tasseled_cap_Band2_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band2_Mean.tif,Month05_tasseled_cap_Band2_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band2_Min.tif,Month05_tasseled_cap_Band2_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band2_StdDev.tif,Month05_tasseled_cap_Band2_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band3_Max.tif,Month05_tasseled_cap_Band3_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band3_Mean.tif,Month05_tasseled_cap_Band3_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band3_Min.tif,Month05_tasseled_cap_Band3_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band3_StdDev.tif,Month05_tasseled_cap_Band3_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band4_Max.tif,Month05_tasseled_cap_Band4_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band4_Mean.tif,Month05_tasseled_cap_Band4_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band4_Min.tif,Month05_tasseled_cap_Band4_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_tasseled_cap_Band4_StdDev.tif,Month05_tasseled_cap_Band4_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band1_Max.tif,Month06_tasseled_cap_Band1_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band1_Mean.tif,Month06_tasseled_cap_Band1_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band1_Min.tif,Month06_tasseled_cap_Band1_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band1_StdDev.tif,Month06_tasseled_cap_Band1_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band2_Max.tif,Month06_tasseled_cap_Band2_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band2_Mean.tif,Month06_tasseled_cap_Band2_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band2_Min.tif,Month06_tasseled_cap_Band2_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band2_StdDev.tif,Month06_tasseled_cap_Band2_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band3_Max.tif,Month06_tasseled_cap_Band3_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band3_Mean.tif,Month06_tasseled_cap_Band3_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band3_Min.tif,Month06_tasseled_cap_Band3_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band3_StdDev.tif,Month06_tasseled_cap_Band3_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band4_Max.tif,Month06_tasseled_cap_Band4_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band4_Mean.tif,Month06_tasseled_cap_Band4_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band4_Min.tif,Month06_tasseled_cap_Band4_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_tasseled_cap_Band4_StdDev.tif,Month06_tasseled_cap_Band4_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band1_Max.tif,Week13_tasseled_cap_Band1_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band1_Mean.tif,Week13_tasseled_cap_Band1_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band1_Min.tif,Week13_tasseled_cap_Band1_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band1_StdDev.tif,Week13_tasseled_cap_Band1_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band2_Max.tif,Week13_tasseled_cap_Band2_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band2_Mean.tif,Week13_tasseled_cap_Band2_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band2_Min.tif,Week13_tasseled_cap_Band2_Min,TAPR_,Tasseled_Cap,N
